"","Gene.ID","Uniq_Name","KH2013","X","KYname","KHname","Description","name","ENSMUSG","ENSMUST","annotation_1","annotation_2","loc","SNR","variance","denoised_SNR","denoised_variance","gene_network_leiden","gene_network_n","leiden","gene_clusters_leiden","scores","logfoldchanges","pvals","pvals_adj"
"KY.Chr1.650","KY.Chr1.650","Mrpl57-KY.Chr1.650","KH.C1.550","Mrpl57-KY.Chr1.650","MRPL57","MRP63","14:57826234:57829296:1 ENSMUSG00000021967.4 ENSMUST00000022538.4 protein_coding protein_coding Mrpl57 mitochondrial ribosomal protein L57 [Source:MGI Symbol;Acc:MGI:1915090]","Mrpl57","ENSMUSG00000021967.4","ENSMUST00000022538.4","protein_coding","protein_coding","14:57826234:57829296:1",0.700832616659579,0.98417187,0.531487862408179,1.1853445,0,17,0,1,7.711453,0.8484264,3.74854892329611e-14,8.93422374575675e-14
"KY.Chr1.651","KY.Chr1.651","Tars2-KY.Chr1.651","KH.C1.1138","Tars2-KY.Chr1.651","TARS","TARS","3:95739976:95754871:-1 ENSMUSG00000028107.14 ENSMUST00000163530.7 protein_coding protein_coding Tars2 threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:MGI Symbol;Acc:MGI:1919057]","Tars2","ENSMUSG00000028107.14","ENSMUST00000163530.7","protein_coding","protein_coding","3:95739976:95754871:-1",0.965094660504835,1.679588,0.756692530390088,1.2339808,1,27,2,0,7.5612493,0.58436173,1.21200752252382e-13,2.81962478560962e-13
"KY.Chr1.654","KY.Chr1.654","Rprd2-KY.Chr1.654","KH.C1.92","Rprd2-KY.Chr1.654","RPRD2","KH2013:KH.C1.92_PRPF3","3:95772255:95818778:-1 ENSMUSG00000028106.13 ENSMUST00000197449.1 protein_coding protein_coding Rprd2 regulation of nuclear pre-mRNA domain containing 2 [Source:MGI Symbol;Acc:MGI:1922387]","Rprd2","ENSMUSG00000028106.13","ENSMUST00000197449.1","protein_coding","protein_coding","3:95772255:95818778:-1",0.367582757064138,0.67905486,0.275147624950343,0.7445724,3,5,3,11,10.369448,1.6924957,5.25923227865103e-24,1.85800448910856e-23
"KY.Chr1.655","KY.Chr1.655","Dcaf8-KY.Chr1.655","KH.C1.48","Dcaf8-KY.Chr1.655","DCAF8","DCAF6/8","1:172148178:172196389:1 ENSMUSG00000026554.15 ENSMUST00000074144.10 protein_coding protein_coding Dcaf8 DDB1 and CUL4 associated factor 8 [Source:MGI Symbol;Acc:MGI:91860]","Dcaf8","ENSMUSG00000026554.15","ENSMUST00000074144.10","protein_coding","protein_coding","1:172148178:172196389:1",0.417536364488692,0.44087583,0.2793261833586,0.56636125,0,57,0,1,1.7108734,0.34062213,0.0874846537439812,0.101560216466493
"KY.Chr1.658","KY.Chr1.658","Ntmt1-KY.Chr1.658","KH.C1.605","Ntmt1-KY.Chr1.658","NTMT1","METTL11A","2:30807826:30823033:1 ENSMUSG00000026857.9 ENSMUST00000041830.9 protein_coding protein_coding Ntmt1 N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913867]","Ntmt1","ENSMUSG00000026857.9","ENSMUST00000041830.9","protein_coding","protein_coding","2:30807826:30823033:1",0.202122414436229,0.20005283,0.13901253138095,0.30584732,2,35,4,7,4.5314903,1.3718506,6.58952818347442e-06,1.02218961859399e-05
"KY.Chr1.659","KY.Chr1.659","Tmem201-KY.Chr1.659","KH.C1.80","Tmem201-KY.Chr1.659","TMEM201","TMEM201","4:149724864:149738044:-1 ENSMUSG00000044700.15 ENSMUST00000103208.1 protein_coding protein_coding Tmem201 transmembrane protein 201 [Source:MGI Symbol;Acc:MGI:1196277]","Tmem201","ENSMUSG00000044700.15","ENSMUST00000103208.1","protein_coding","protein_coding","4:149724864:149738044:-1",0.384736724887927,0.61246693,0.27939295964633,0.69151515,2,16,5,11,10.289386,1.7716053,1.12464116784384e-23,3.93239587131026e-23
"KY.Chr1.660","KY.Chr1.660","Wdr48-KY.Chr1.660","KH.C1.1160","Wdr48-KY.Chr1.660","WDR48","WDR48","9:119894895:119921958:1 ENSMUSG00000032512.7 ENSMUST00000217472.1 protein_coding protein_coding Wdr48 WD repeat domain 48 [Source:MGI Symbol;Acc:MGI:1914811]","Wdr48","ENSMUSG00000032512.7","ENSMUST00000217472.1","protein_coding","protein_coding","9:119894895:119921958:1",0.257171578484408,0.41397157,0.182092274033097,0.39865518,7,9,5,11,3.6927445,0.8176341,0.000235377154494347,0.000330961169245148
"KY.Chr1.665","KY.Chr1.665","Usp14-KY.Chr1.665","KH.C1.399","Usp14-KY.Chr1.665","USP14","USP14","18:9993066:10030141:-1 ENSMUSG00000047879.17 ENSMUST00000092096.13 protein_coding protein_coding Usp14 ubiquitin specific peptidase 14 [Source:MGI Symbol;Acc:MGI:1928898]","Usp14","ENSMUSG00000047879.17","ENSMUST00000092096.13","protein_coding","protein_coding","18:9993066:10030141:-1",1.0076882265603,1.420377,0.859680589764914,1.3690908,3,58,2,3,15.965217,1.329272,2.76903971836593e-49,2.05416512682772e-48
"KY.Chr1.670","KY.Chr1.670","KY2019:KY.Chr1.670","KH.C1.665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr1.683","KY.Chr1.683","Fbn2-KY.Chr1.683","KH.S1235.1","Fbn2-KY.Chr1.683","FBN2","KH2013:KH.S1235.1_FBN1/2","18:58008623:58210487:-1 ENSMUSG00000024598.9 ENSMUST00000025497.7 protein_coding protein_coding Fbn2 fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]","Fbn2","ENSMUSG00000024598.9","ENSMUST00000025497.7","protein_coding","protein_coding","18:58008623:58210487:-1",0.2216831584896,0.21333441,0.162825573377464,0.31074718,4,9,1,5,6.37994,1.7836647,2.69622336905924e-10,5.3317914954183e-10
"KY.Chr1.686","KY.Chr1.686","Mycn-KY.Chr1.686","KH.L24.23","Mycn-KY.Chr1.686","MYCN","MYCN","12:12936096:12940616:-1 ENSMUSG00000037169.15 ENSMUST00000130990.1 protein_coding protein_coding Mycn v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]","Mycn","ENSMUSG00000037169.15","ENSMUST00000130990.1","protein_coding","protein_coding","12:12936096:12940616:-1",1.25722663118783,1.2705426,1.26215210989067,1.4204067,2,13,4,2,49.92729,4.0733094,6.43044192225639e-247,4.38073855953717e-244
"KY.Chr1.69","KY.Chr1.69","Cilk1-KY.Chr1.69","KH.C1.1300","Cilk1-KY.Chr1.69","MAK","MAK","9:78113300:78165413:1 ENSMUSG00000009828.15 ENSMUST00000117330.7 protein_coding protein_coding Cilk1 ciliogenesis associated kinase 1 [Source:MGI Symbol;Acc:MGI:1934157]","Cilk1","ENSMUSG00000009828.15","ENSMUST00000117330.7","protein_coding","protein_coding","9:78113300:78165413:1",0.292967775940787,0.473791,0.161941953295778,0.49382982,1,13,5,6,6.062714,1.4937894,1.89644187748096e-09,3.57798577161479e-09
"KY.Chr1.693","KY.Chr1.693","Rrm2b-KY.Chr1.693","KH.L24.7","Rrm2b-KY.Chr1.693","RRM2","PCMTD1/2","15:37923952:37961103:-1 ENSMUSG00000022292.16 ENSMUST00000022901.15 protein_coding protein_coding Rrm2b ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol;Acc:MGI:2155865]","Rrm2b","ENSMUSG00000022292.16","ENSMUST00000022901.15","protein_coding","protein_coding","15:37923952:37961103:-1",1.49995754708937,6.421875,1.41225047792065,6.10152,2,17,4,2,37.077003,3.2645683,3.17968263655104e-161,3.76723268895721e-159
"KY.Chr1.695","KY.Chr1.695","Col6a6-KY.Chr1.695","KH.L24.20","Col6a6-KY.Chr1.695","COL6A6","COL6A4/6","9:105774112:105809648:-1 ENSMUSG00000043719.14 ENSMUST00000060896.4 protein_coding protein_coding Col6a6 collagen, type VI, alpha 6 [Source:MGI Symbol;Acc:MGI:2444259]","Col6a6","ENSMUSG00000043719.14","ENSMUST00000060896.4","protein_coding","protein_coding","9:105774112:105809648:-1",0.213364185072423,0.36751798,0.156822224855877,0.3002146,6,14,7,8,-0.32854015,-0.09556825,0.74263406546706,0.77903676186234
"KY.Chr1.697","KY.Chr1.697","Laptm4a-KY.Chr1.697","KH.L24.33","Laptm4a-KY.Chr1.697","LAPTM5","LAPTM4A","12:8921664:8938742:1 ENSMUSG00000020585.4 ENSMUST00000020909.3 protein_coding protein_coding Laptm4a lysosomal-associated protein transmembrane 4A [Source:MGI Symbol;Acc:MGI:108017]","Laptm4a","ENSMUSG00000020585.4","ENSMUST00000020909.3","protein_coding","protein_coding","12:8921664:8938742:1",1.03900403447439,1.8782985,0.697605669929901,1.3542664,3,11,5,11,5.5391045,0.44668967,4.29884540365137e-08,7.5430481165164e-08
"KY.Chr1.698","KY.Chr1.698","Amfr-KY.Chr1.698","KH.L24.30","Amfr-KY.Chr1.698","AMFR","AMFR","8:93971588:94012842:-1 ENSMUSG00000031751.14 ENSMUST00000053766.13 protein_coding protein_coding Amfr autocrine motility factor receptor [Source:MGI Symbol;Acc:MGI:1345634]","Amfr","ENSMUSG00000031751.14","ENSMUST00000053766.13","protein_coding","protein_coding","8:93971588:94012842:-1",0.283881298172817,0.47037134,0.199344310317481,0.52311087,0,14,6,4,3.0574925,0.65339214,0.00229676717378355,0.00301866103628304
"KY.Chr1.7","KY.Chr1.7","Fbxo21-KY.Chr1.7","KH.L60.3","Fbxo21-KY.Chr1.7","FBXO21","FBXO21","5:117976784:118010200:1 ENSMUSG00000032898.9 ENSMUST00000035579.9 protein_coding protein_coding Fbxo21 F-box protein 21 [Source:MGI Symbol;Acc:MGI:1924223]","Fbxo21","ENSMUSG00000032898.9","ENSMUST00000035579.9","protein_coding","protein_coding","5:117976784:118010200:1",0.260955758435872,0.3530684,0.20447649929672,0.46244493,4,16,3,3,8.293904,2.0260687,3.46953846487892e-16,9.05313659444148e-16
"KY.Chr1.707","KY.Chr1.707","Nynrin-KY.Chr1.707","KH.S1265.1","Nynrin-KY.Chr1.707","NYNRIN","KH2013:KH.S1265.1_NYNRIN","14:55854036:55874291:1 ENSMUSG00000075592.10 ENSMUST00000100529.9 protein_coding protein_coding Nynrin NYN domain and retroviral integrase containing [Source:MGI Symbol;Acc:MGI:2652872]","Nynrin","ENSMUSG00000075592.10","ENSMUST00000100529.9","protein_coding","protein_coding","14:55854036:55874291:1",0.426604386787117,0.606315,0.297748675074112,1.5577681,5,8,4,2,16.409773,4.7890296,7.21203835678452e-52,5.69096656049358e-51
"KY.Chr1.709","KY.Chr1.709","KY2019:KY.Chr1.709","KH.L24.15","KY2019:KY.Chr1.709","RAB30","KH2013:KH.L24.15","nan","nan","nan","nan","nan","nan","nan",0.232847446659134,0.25022218,0.152771825521084,0.2894627,1,16,6,0,2.309356,0.6110338,0.0211444745104582,0.0258032660282126
"KY.Chr1.71","KY.Chr1.71","Pgs1-KY.Chr1.71","KH.C1.1197","Pgs1-KY.Chr1.71","PGS1","PGS1","11:117986292:118024011:1 ENSMUSG00000017715.11 ENSMUST00000132676.7 protein_coding protein_coding Pgs1 phosphatidylglycerophosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1921701]","Pgs1","ENSMUSG00000017715.11","ENSMUST00000132676.7","protein_coding","protein_coding","11:117986292:118024011:1",0.430955526937128,0.6923012,0.306978880002666,0.8963199,1,18,6,4,5.8626847,0.81214744,6.41799452163126e-09,1.17612878758878e-08
"KY.Chr1.710","KY.Chr1.710","Ttll7-KY.Chr1.710","KH.L24.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5914652,0.91167367,0.00970022537378331,0.0121942707105457
"KY.Chr1.711","KY.Chr1.711","KY2019:KY.Chr1.711","KH.L24.12","KY2019:KY.Chr1.711","SLC22A2","KH2013:KH.L24.12","nan","nan","nan","nan","nan","nan","nan",0.521430774136274,3.1491387,0.258165820661692,2.01479,7,20,2,16,3.4596245,0.5521547,0.000571537005740177,0.000783288352376521
"KY.Chr1.712","KY.Chr1.712","Cog6-KY.Chr1.712","KH.L24.31","Cog6-KY.Chr1.712","COG6","COG6","3:52984727:53017216:-1 ENSMUSG00000027742.13 ENSMUST00000193432.5 protein_coding protein_coding Cog6 component of oligomeric golgi complex 6 [Source:MGI Symbol;Acc:MGI:1914792]","Cog6","ENSMUSG00000027742.13","ENSMUST00000193432.5","protein_coding","protein_coding","3:52984727:53017216:-1",0.496382532608593,0.8238623,0.366358100260363,0.8860172,4,12,3,5,12.134035,1.6668619,1.06306098622618e-31,4.89331281666612e-31
"KY.Chr1.718","KY.Chr1.718","Mtx2-KY.Chr1.718","nan","Mtx2-KY.Chr1.718","nan","nan","2:74825803:74878431:1 ENSMUSG00000027099.9 ENSMUST00000028511.7 protein_coding protein_coding Mtx2 metaxin 2 [Source:MGI Symbol;Acc:MGI:1859652]","Mtx2","ENSMUSG00000027099.9","ENSMUST00000028511.7","protein_coding","protein_coding","2:74825803:74878431:1",0.615485755898601,0.973682,0.44608778359401,1.0982497,3,57,2,3,5.545652,0.5921081,3.97929727333824e-08,6.99135078649047e-08
"KY.Chr1.719","KY.Chr1.719","Rpl23-KY.Chr1.719","KH.L24.2","Rpl23-KY.Chr1.719","RPL23","RPL23","11:97777527:97782437:-1 ENSMUSG00000071415.6 ENSMUST00000103146.4 protein_coding protein_coding Rpl23 ribosomal protein L23 [Source:MGI Symbol;Acc:MGI:1929455]","Rpl23","ENSMUSG00000071415.6","ENSMUST00000103146.4","protein_coding","protein_coding","11:97777527:97782437:-1",0.997847390717233,1.4920275,0.880095356398657,1.3878675,5,46,1,9,22.700941,1.7157263,4.98258404054881e-89,9.34234507602903e-88
"KY.Chr1.72","KY.Chr1.72","Homer2-KY.Chr1.72","KH.C1.301","Homer2-KY.Chr1.72","HOMER2","HOMER/1/2/3","7:81609730:81706809:-1 ENSMUSG00000025813.14 ENSMUST00000207983.1 protein_coding protein_coding Homer2 homer scaffolding protein 2 [Source:MGI Symbol;Acc:MGI:1347354]","Homer2","ENSMUSG00000025813.14","ENSMUST00000207983.1","protein_coding","protein_coding","7:81609730:81706809:-1",0.240044898904902,0.23548836,0.158459313362444,0.2887419,5,21,1,9,6.332111,1.8762323,3.64667920581186e-10,7.16452836037299e-10
"KY.Chr1.720","KY.Chr1.720","Ccdc113-KY.Chr1.720","KH.L24.16","Ccdc113-KY.Chr1.720","CCDC96","CCDC96","8:95534085:95558890:1 ENSMUSG00000036598.4 ENSMUST00000041569.4 protein_coding protein_coding Ccdc113 coiled-coil domain containing 113 [Source:MGI Symbol;Acc:MGI:3606076]","Ccdc113","ENSMUSG00000036598.4","ENSMUST00000041569.4","protein_coding","protein_coding","8:95534085:95558890:1",0.319628988539544,0.2707831,0.148467218071502,0.34036458,4,19,3,16,6.7974677,2.3594253,1.85486929453296e-11,3.86234245614033e-11
"KY.Chr1.722","KY.Chr1.722","B3gat3-KY.Chr1.722","KH.L24.39","B3gat3-KY.Chr1.722","ABHD10","B3GAT1/3","19:8920374:8927236:1 ENSMUSG00000071649.6 ENSMUST00000096243.6 protein_coding protein_coding B3gat3 beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) [Source:MGI Symbol;Acc:MGI:1919977]","B3gat3","ENSMUSG00000071649.6","ENSMUST00000096243.6","protein_coding","protein_coding","19:8920374:8927236:1",0.239086713950834,0.41203004,0.162078599606383,0.3893857,2,7,3,7,5.3464994,1.2832524,1.10930184809951e-07,1.90275757620929e-07
"KY.Chr1.729","KY.Chr1.729","Pgm3-KY.Chr1.729","KH.S597.3","Pgm3-KY.Chr1.729","PGM3","PGM3","9:86554377:86571827:-1 ENSMUSG00000056131.13 ENSMUST00000070064.10 protein_coding protein_coding Pgm3 phosphoglucomutase 3 [Source:MGI Symbol;Acc:MGI:97566]","Pgm3","ENSMUSG00000056131.13","ENSMUST00000070064.10","protein_coding","protein_coding","9:86554377:86571827:-1",0.74849881468465,1.1458939,0.487577709273355,1.303235,5,16,1,10,19.613724,2.3100462,1.4804575054773e-72,1.89105314176202e-71
"KY.Chr1.730","KY.Chr1.730","Ip6k1-KY.Chr1.730","KH.S597.4","Ip6k1-KY.Chr1.730","IP6K1","IP6K1/2/3","9:108002501:108048782:1 ENSMUSG00000032594.11 ENSMUST00000035214.10 protein_coding protein_coding Ip6k1 inositol hexaphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:1351633]","Ip6k1","ENSMUSG00000032594.11","ENSMUST00000035214.10","protein_coding","protein_coding","9:108002501:108048782:1",0.270722400219415,0.35682043,0.18002412324163,0.38206702,1,34,5,6,4.2944074,0.97865903,1.92848092355156e-05,2.9146480957726e-05
"KY.Chr1.731","KY.Chr1.731","Rhbdd1-KY.Chr1.731","KH.S597.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1988919,1.0731971,0.00142393094000153,0.00189896173483075
"KY.Chr1.732","KY.Chr1.732","Szrd1-KY.Chr1.732","KH.S597.5","Szrd1-KY.Chr1.732","SZRD1","C1ORF144","4:141113001:141139766:-1 ENSMUSG00000040842.17 ENSMUST00000102487.3 protein_coding protein_coding Szrd1 SUZ RNA binding domain containing 1 [Source:MGI Symbol;Acc:MGI:1098672]","Szrd1","ENSMUSG00000040842.17","ENSMUST00000102487.3","protein_coding","protein_coding","4:141113001:141139766:-1",0.234175942407967,0.41111884,0.168429231053897,0.35443324,2,18,8,7,4.6012144,1.2484914,4.81459574236889e-06,7.52712185769089e-06
"KY.Chr1.733","KY.Chr1.733","Kifc1-KY.Chr1.733","KH.S597.1","Kifc1-KY.Chr1.733","KIFC1","KIFC1","17:33875659:33890661:-1 ENSMUSG00000079553.11 ENSMUST00000173492.8 protein_coding protein_coding Kifc1 kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]","Kifc1","ENSMUSG00000079553.11","ENSMUST00000173492.8","protein_coding","protein_coding","17:33875659:33890661:-1",0.611388095032721,0.8174154,0.463171737320054,1.0829605,2,18,4,10,21.54434,2.762784,5.33888777733988e-85,9.30605705325235e-84
"KY.Chr1.735","KY.Chr1.735","KY2019:KY.Chr1.735","KH.C1.1117","KY2019:KY.Chr1.735","PCM1","KH2013:KH.C1.1117","nan","nan","nan","nan","nan","nan","nan",0.276956752856277,0.18765496,0.181872117346076,0.23736936,0,59,0,1,-1.1811695,-0.37926173,0.237945892545401,0.265159170059794
"KY.Chr1.736","KY.Chr1.736","Esyt2-KY.Chr1.736","KH.C1.1065","Esyt2-KY.Chr1.736","ESYT2","ESYT1/2/3","12:116281222:116391050:1 ENSMUSG00000021171.8 ENSMUST00000220816.1 protein_coding protein_coding Esyt2 extended synaptotagmin-like protein 2 [Source:MGI Symbol;Acc:MGI:1261845]","Esyt2","ENSMUSG00000021171.8","ENSMUST00000220816.1","protein_coding","protein_coding","12:116281222:116391050:1",0.460902567717272,0.7621897,0.310983755793163,0.7454255,6,8,7,8,-8.957716,-1.1594324,3.88264469989165e-18,1.09677333868743e-17
"KY.Chr1.737","KY.Chr1.737","Dll1-KY.Chr1.737","KH.C1.1165","Dll1-KY.Chr1.737","DLL1","EGFL6","17:15367354:15375976:-1 ENSMUSG00000014773.13 ENSMUST00000014917.7 protein_coding protein_coding Dll1 delta like canonical Notch ligand 1 [Source:MGI Symbol;Acc:MGI:104659]","Dll1","ENSMUSG00000014773.13","ENSMUST00000014917.7","protein_coding","protein_coding","17:15367354:15375976:-1",0.243493500241178,0.1335128,0.171218576629112,0.2689771,5,8,1,9,8.133904,2.9485834,1.3483126962338e-15,3.41146898536406e-15
"KY.Chr1.739","KY.Chr1.739","9530053A07Rik-KY.Chr1.739","KH.C1.151","9530053A07Rik-KY.Chr1.739","FCGBP","KH2013:KH.C1.151_VWF","7:28129466:28164811:1 ENSMUSG00000078776.9 ENSMUST00000059886.11 protein_coding protein_coding 9530053A07Rik RIKEN cDNA 9530053A07 gene [Source:MGI Symbol;Acc:MGI:2442118]","9530053A07Rik","ENSMUSG00000078776.9","ENSMUST00000059886.11","protein_coding","protein_coding","7:28129466:28164811:1",0.369825028615169,0.4381104,0.261905789276327,0.5826062,0,7,0,1,2.2837505,0.40009084,0.0226307589967694,0.0275471195352277
"KY.Chr1.744","KY.Chr1.744","KY2019:KY.Chr1.744","KH.C1.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr1.745","KY.Chr1.745","KY2019:KY.Chr1.745","KH.C1.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"KY.Chr1.749","KY.Chr1.749","Polq-KY.Chr1.749","KH.C1.1219","Polq-KY.Chr1.749","POLQ","POLQ","16:37011786:37095417:1 ENSMUSG00000034206.15 ENSMUST00000054034.6 protein_coding protein_coding Polq polymerase (DNA directed), theta [Source:MGI Symbol;Acc:MGI:2155399]","Polq","ENSMUSG00000034206.15","ENSMUST00000054034.6","protein_coding","protein_coding","16:37011786:37095417:1",0.358249877867213,0.5800097,0.271631266662524,0.79519033,2,23,5,11,11.813695,2.0629253,2.92829454306978e-30,1.29468944778775e-29
"KY.Chr1.75","KY.Chr1.75","Ran-KY.Chr1.75","KH.C1.821","Ran-KY.Chr1.75","ORF:[1..15/16]","MIS-12","5:129020272:129024323:1 ENSMUSG00000029430.13 ENSMUST00000111343.1 protein_coding protein_coding Ran RAN, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1333112]","Ran","ENSMUSG00000029430.13","ENSMUST00000111343.1","protein_coding","protein_coding","5:129020272:129024323:1",1.31277788498197,1.8468882,1.2990651550153,1.3336662,4,12,3,7,27.557835,1.9549513,3.46379457453357e-104,9.37633134000394e-103
"KY.Chr1.750","KY.Chr1.750","Ckb-KY.Chr1.750","KH.C1.265","Ckb-KY.Chr1.750","CKB","KH2013:KH.C1.265_F32B5.1","12:111669361:111672338:-1 ENSMUSG00000001270.9 ENSMUST00000001304.8 protein_coding protein_coding Ckb creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]","Ckb","ENSMUSG00000001270.9","ENSMUST00000001304.8","protein_coding","protein_coding","12:111669361:111672338:-1",0.233035006248094,0.34348306,0.168924581594242,0.49402663,5,16,4,10,5.5199556,1.2479328,4.325733734047e-08,7.58859941541506e-08
"KY.Chr1.751","KY.Chr1.751","Wdr82-KY.Chr1.751","KH.C1.930","Wdr82-KY.Chr1.751","WDR82","WDR82","9:106170928:106191139:1 ENSMUSG00000020257.13 ENSMUST00000020490.12 protein_coding protein_coding Wdr82 WD repeat domain containing 82 [Source:MGI Symbol;Acc:MGI:1924555]","Wdr82","ENSMUSG00000020257.13","ENSMUST00000020490.12","protein_coding","protein_coding","9:106170928:106191139:1",0.550687112843053,0.7866404,0.409021190237701,1.0669076,4,27,3,3,16.087992,2.1746752,5.59996203649687e-52,4.44031907355596e-51
"KY.Chr1.752","KY.Chr1.752","Tmem115-KY.Chr1.752","KH.C1.226","Tmem115-KY.Chr1.752","TMEM115","TMEM115","9:107533945:107538673:1 ENSMUSG00000010045.2 ENSMUST00000010189.2 protein_coding protein_coding Tmem115 transmembrane protein 115 [Source:MGI Symbol;Acc:MGI:1930765]","Tmem115","ENSMUSG00000010045.2","ENSMUST00000010189.2","protein_coding","protein_coding","9:107533945:107538673:1",0.519089124736157,0.9961667,0.313838477148856,0.90320706,2,14,5,7,5.3263307,0.7155041,1.30196680973952e-07,2.22622436093299e-07
"KY.Chr1.753","KY.Chr1.753","Cyb561d1-KY.Chr1.753","KH.C1.237","Cyb561d1-KY.Chr1.753","CYB561D1","CYB561D1/2","3:108195687:108200834:-1 ENSMUSG00000048796.7 ENSMUST00000106655.1 protein_coding protein_coding Cyb561d1 cytochrome b-561 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919273]","Cyb561d1","ENSMUSG00000048796.7","ENSMUST00000106655.1","protein_coding","protein_coding","3:108195687:108200834:-1",0.759838861857515,1.4183636,0.519153938973876,1.2426198,2,33,4,7,8.510738,0.79311407,8.39452167374584e-17,2.23899558508555e-16
"KY.Chr1.754","KY.Chr1.754","KY2019:KY.Chr1.754","KH.C1.1082","KY2019:KY.Chr1.754","TDRD1","MSS51","nan","nan","nan","nan","nan","nan","nan",0.329385632750537,0.5676843,0.249103527016297,0.61790466,1,18,2,0,6.752356,1.264815,2.49201027192775e-11,5.15882096049869e-11
"KY.Chr1.755","KY.Chr1.755","Ryk-KY.Chr1.755","KH.C1.149","Ryk-KY.Chr1.755","RYK","RYK","9:102834917:102907542:1 ENSMUSG00000032547.12 ENSMUST00000175883.7 protein_coding protein_coding Ryk receptor-like tyrosine kinase [Source:MGI Symbol;Acc:MGI:101766]","Ryk","ENSMUSG00000032547.12","ENSMUST00000175883.7","protein_coding","protein_coding","9:102834917:102907542:1",0.722254416282846,1.2408528,0.548951561120978,1.2142098,3,10,5,11,15.610623,1.5881091,2.54805387939256e-48,1.83851195622543e-47
